Age,Referrals,Tenure_Months,Add-on Service,Monthly Charge,Churn Score
61,5,71,8,100.5,41
44,9,11,6,90.6,65
39,6,63,11,89.4,80
60,0,49,1,20.45,20
30,1,4,1,19.95,26
21,2,72,10,109.15,46
47,0,57,8,94.7,70
52,2,28,7,64.4,48
56,10,25,2,26.8,78
49,1,47,5,66.05,73
35,3,57,7,65.2,76
24,0,5,5,55.8,69
48,0,72,1,19.95,56
43,3,48,6,45,21
46,8,68,11,114.9,77
22,0,30,8,106.4,35
61,2,3,3,46.1,39
57,0,4,1,20.05,57
58,9,71,8,95.75,26
43,6,8,2,24.4,35
24,3,61,3,33.6,64
31,7,72,7,90.45,35
29,0,5,5,84,54
37,0,49,7,67.4,66
28,0,8,1,19.7,22
60,0,3,5,80.35,51
53,9,9,1,19.6,65
42,1,67,4,54.2,57
36,0,46,3,45.2,75
23,10,67,9,75.1,25
54,8,55,1,19.7,28
54,1,33,8,72.75,75
64,5,62,1,20.05,63
24,8,49,5,39.2,39
37,0,1,2,44.75,59
37,8,14,6,82.65,79
43,1,72,11,117.15,41
38,0,64,9,99.25,59
29,9,69,11,112.55,52
30,0,1,2,25.7,54
48,1,71,10,90.3,63
34,1,66,4,49.4,59
32,0,2,1,19.4,56
29,0,11,5,61.25,58
52,0,47,5,55.3,52
57,1,60,9,103.75,53
22,0,11,1,19.5,28
47,0,29,5,39.5,29
23,1,21,2,26.05,44
44,0,3,3,29.65,69
41,1,43,4,50.2,49
34,0,5,9,105.3,66
63,0,1,4,55.45,45
57,0,71,10,85.45,32
20,1,8,1,19.8,51
38,0,8,5,59.25,54
38,0,20,6,90.7,77
44,0,71,5,79.05,38
31,6,2,3,30.25,61
24,10,12,6,49.85,24
46,0,9,8,93,40
46,0,6,1,19.7,44
50,2,71,10,84.8,28
21,5,42,6,94.45,63
24,2,45,1,20.85,32
58,8,28,8,60,80
41,7,43,5,80.45,35
28,0,60,10,84.95,41
46,4,7,7,49.65,60
21,2,25,1,20.2,23
23,0,27,7,100.5,50
53,0,10,4,35.75,59
33,0,11,5,53.8,27
56,3,4,4,38.55,40
19,0,68,5,39.9,69
38,0,18,1,20.1,55
57,0,26,1,20.3,68
48,5,17,4,35.65,38
35,0,30,5,55.65,70
61,0,9,7,50.8,47
44,1,3,1,19.65,31
44,0,14,5,59.8,51
38,0,7,6,61.4,71
61,8,17,1,19.9,63
22,5,32,1,19.45,42
27,9,72,9,109.55,27
56,6,27,4,74.4,57
55,0,7,4,74.9,52
25,7,11,5,59.65,71
62,9,72,10,110.45,41
30,0,71,2,24.55,74
28,3,47,2,24.55,78
23,0,8,1,20.45,24
20,3,48,1,19.55,68
30,0,70,1,19.7,72
61,0,1,8,70.45,53
62,1,8,5,85.65,72
37,4,60,1,20.55,47
61,7,49,8,97.95,53
30,0,29,1,20,65
55,1,67,2,25.25,32
38,8,67,8,70.9,80
40,1,6,1,19.85,31
51,0,47,9,106.35,74
46,0,53,9,99.5,23
41,10,69,10,84.7,70
54,0,3,6,86.05,37
38,0,4,3,44.55,45
33,6,56,9,75.85,52
38,8,2,3,45,60
57,6,12,1,20.5,65
44,7,28,7,90.45,74
50,0,24,6,60.45,56
57,8,68,10,78.45,67
21,0,39,8,100.55,71
37,0,42,1,20.35,69
56,1,6,7,90.75,54
47,1,38,1,20.25,25
64,0,18,1,20.05,20
34,1,4,1,19.6,66
32,1,27,5,53.8,66
44,0,41,7,70.2,56
29,1,50,7,75.5,21
24,1,72,1,20.35,41
35,0,70,2,26.05,21
37,1,44,1,20.6,44
43,1,34,1,20.1,21
20,9,71,2,24.5,38
42,0,64,9,110.5,64
45,9,72,2,25.25,36
38,3,23,8,68.75,34
19,10,52,1,19.2,78
51,0,64,11,115.1,78
39,0,24,8,99.65,47
39,0,2,5,91.45,32
41,9,34,10,84.75,51
43,7,53,9,78.75,73
64,8,47,1,20.25,38
22,0,72,1,19.9,72
25,1,72,9,97.75,46
45,0,7,8,100.4,56
59,10,71,2,24.45,77
39,2,67,6,50.9,62
51,8,69,10,107.2,51
33,0,72,11,113.4,56
31,10,34,4,40.55,31
48,7,65,2,26,72
60,0,70,11,111.95,25
61,10,72,7,53.8,28
23,0,35,7,72.1,45
46,3,12,9,78.85,55
58,5,62,7,70.75,24
26,0,25,8,76.15,32
63,0,52,4,39.1,52
33,0,2,1,20.05,59
58,10,56,1,20.05,59
27,0,12,1,19.45,76
20,7,47,2,26.9,47
30,0,18,3,50,49
43,0,8,5,60,29
49,8,45,6,84.55,44
35,0,3,3,45.45,72
22,0,38,1,20.05,27
46,2,72,11,115.55,58
43,4,71,8,99,74
33,9,66,5,50.55,30
44,5,13,2,25,21
52,1,65,11,91.55,26
19,2,15,1,19.35,54
21,1,72,2,24.85,78
42,1,42,8,100.4,76
61,1,71,2,25,79
31,0,35,1,19.25,67
38,1,53,9,108.25,73
41,0,48,1,20.15,43
56,0,10,1,20,66
62,0,12,9,105.3,72
47,0,58,5,65.25,64
49,0,37,1,19.8,61
21,1,44,1,19.6,36
26,0,27,1,20.05,65
52,0,8,4,49.4,48
37,1,57,8,100.6,48
38,0,12,1,19.45,33
57,1,62,1,20.3,56
25,1,65,10,107.65,25
30,1,71,9,80.45,75
63,1,21,5,58.85,25
53,9,71,10,109.6,22
56,0,7,3,75.15,50
23,0,72,9,73,80
53,0,1,3,70.1,74
61,6,72,9,98.65,78
48,3,64,10,111.45,74
56,0,72,11,114.9,69
33,0,29,8,100.55,53
23,0,13,1,20.4,76
23,0,31,9,104.35,78
43,8,14,9,80.45,26
47,0,72,11,91.35,52
47,0,25,1,19.9,76
22,0,18,7,68.35,47
21,6,71,9,79.1,29
56,0,2,5,80.55,40
48,1,17,7,66.7,46
32,0,56,6,86.4,64
31,7,60,7,50.05,65
60,0,33,2,25.7,39
49,0,1,6,83.4,26
52,8,63,5,84.65,49
63,0,55,7,64.75,36
35,8,65,8,100.15,72
28,0,63,2,25.25,79
19,5,36,5,40.65,44
37,0,22,8,94.95,28
50,0,1,1,19.8,22
55,0,56,9,81.8,75
40,0,2,1,20,39
48,0,35,6,59.6,27
44,5,64,2,25,61
44,0,15,6,84.35,35
23,0,1,4,55.55,35
35,9,70,8,75.35,64
62,0,39,6,59.3,42
32,0,29,7,66.1,72
38,2,14,1,18.8,28
57,0,61,10,86.45,74
28,0,13,5,52.1,34
64,0,66,5,47.4,27
52,7,59,10,109.15,67
19,6,62,8,94.95,27
48,0,66,9,79.5,66
41,0,72,11,115.05,46
21,2,51,8,95.15,21
25,0,63,8,105.4,66
31,0,27,1,20.1,28
59,10,42,1,20.7,76
28,0,29,1,20.35,66
62,0,30,1,19.7,59
35,9,71,10,85.45,44
63,6,46,4,40.4,44
48,0,69,9,105.2,47
48,10,72,8,100.65,20
26,0,28,7,91,66
32,0,7,6,59.1,29
64,0,22,4,49.8,29
57,0,72,1,19.3,42
58,6,8,1,19.65,38
64,6,52,10,81.4,64
21,0,68,5,38.9,45
46,7,71,11,87.95,71
27,0,2,1,19.85,64
54,0,35,1,24.15,75
21,8,61,1,19.1,57
62,0,1,3,44,61
29,3,53,6,60.6,38
37,4,72,2,25.65,22
44,6,24,1,20.4,79
47,0,8,2,29.35,59
28,0,1,1,20.45,80
26,0,54,8,95.1,67
23,0,41,2,25.25,40
33,0,19,3,44.9,76
35,4,72,11,92.65,75
21,0,62,6,43.7,58
39,2,32,1,18.95,49
31,0,21,1,20.5,75
28,9,62,1,19.95,32
34,0,2,2,24.5,54
42,0,27,1,20.6,56
31,0,25,8,61.05,76
45,0,49,8,106.65,27
46,0,63,10,108.25,39
51,0,4,1,20.4,65
27,8,1,4,55.3,37
46,0,11,1,20.25,33
47,0,64,9,104.65,80
30,10,43,8,75.2,23
35,5,61,8,101.15,79
64,0,66,8,68.75,60
51,8,67,10,111.05,67
54,9,42,8,99,76
60,3,31,1,21,24
63,0,7,1,19.4,56
23,0,34,8,77.2,58
33,0,3,1,19.45,32
21,4,19,2,24.85,39
32,0,3,5,41.35,46
59,3,46,1,19.6,59
47,7,69,5,84.45,49
31,0,5,1,20.25,44
20,0,1,1,19.65,79
28,0,26,1,20.65,79
21,0,25,8,99.3,23
47,4,64,5,81.05,48
31,4,30,8,67.6,33
53,0,13,2,70.15,30
37,1,64,11,115,45
28,0,46,6,84.8,39
57,0,12,1,19.7,62
40,3,13,7,63.15,46
49,5,67,8,74,35
25,4,24,3,29.1,33
37,0,6,3,50.05,34
27,0,10,1,20,63
39,0,13,4,74.65,40
26,6,38,10,85.4,51
33,9,43,8,94.1,71
20,0,25,10,108.9,80
19,0,27,4,56.2,42
61,2,72,2,26.1,41
19,0,71,6,85.45,48
63,0,24,6,88.95,37
30,0,57,8,74.35,71
34,0,15,4,48.85,62
27,0,4,5,80.1,67
51,0,28,4,56.05,47
37,2,55,6,89.8,42
53,0,55,1,19.1,66
58,9,20,1,20.35,49
47,8,62,9,106.05,69
44,0,43,1,19.65,41
49,7,60,6,59.85,54
38,3,58,9,86.1,33
47,0,7,1,19.45,29
40,10,2,7,97.1,43
40,6,39,1,19.75,61
20,0,68,2,24.55,31
32,6,62,5,48.7,26
34,9,72,10,109.55,53
40,9,41,1,20.65,79
64,0,4,5,55.2,74
34,0,53,2,24.05,20
39,10,39,1,20.45,80
57,9,63,1,19.25,20
48,0,15,2,26.35,73
34,1,13,3,43.8,40
45,0,1,4,50.15,50
37,0,1,1,20.45,27
24,0,60,6,61.4,40
33,0,40,7,70.75,32
25,0,66,6,61.15,66
57,4,42,1,20.25,64
56,0,49,8,98.7,79
23,0,41,1,20,21
34,1,41,1,19.3,40
19,5,23,6,84.4,54
28,0,3,2,25.1,58
19,0,4,6,48.25,30
27,1,52,1,19.85,43
54,0,11,8,94.2,52
59,6,2,6,62.15,34
50,5,26,5,79.3,54
33,7,24,5,56.25,52
26,0,12,1,20.3,27
44,3,64,11,90.6,43
42,2,66,10,85.9,24
24,0,60,5,79.2,49
36,5,17,7,70.35,35
63,10,42,1,19.35,21
42,0,1,4,50.15,80
32,0,47,6,63.8,45
27,2,10,1,20.55,71
45,0,1,3,44.6,77
53,0,4,6,63.75,59
61,2,66,9,109.25,28
31,0,12,6,84.6,75
25,0,24,1,20.45,20
48,0,26,5,85.75,64
31,2,57,9,107.95,24
47,1,42,2,22.95,24
25,4,64,1,19.45,78
62,0,19,1,19.7,41
56,9,22,5,87,49
23,0,12,5,79.95,71
55,9,31,7,64,24
42,0,11,6,64.9,80
36,10,68,2,25.75,26
30,0,60,9,104.95,62
21,9,58,6,50,45
32,0,1,1,20.45,51
54,8,37,1,19.85,20
34,0,13,1,19.95,24
39,0,43,2,26.45,51
21,0,6,8,63.4,48
46,0,71,7,53.95,76
39,8,72,7,95.1,25
19,7,12,4,35.5,75
49,7,21,5,79.2,24
39,3,6,4,48.8,45
38,0,43,4,55.45,48
53,9,35,2,25.4,38
57,0,52,9,63.9,36
43,0,32,6,64.85,29
61,8,72,9,63.8,32
31,0,51,6,44.45,62
47,4,68,1,19.95,70
22,8,49,6,49.65,29
24,7,72,10,85.1,39
55,0,54,6,89.8,67
41,7,50,8,103.05,72
55,3,69,11,116,37
46,0,1,2,69.9,26
31,3,68,8,95.1,38
62,0,40,5,40.25,30
26,7,31,2,25.75,32
60,8,68,2,24,57
48,0,12,1,19.4,29
39,7,71,10,86.1,52
42,0,40,9,102.65,52
21,8,64,8,92.85,58
44,6,53,8,97.75,41
43,1,72,8,97.95,22
51,0,46,1,19.95,55
27,0,40,2,24.6,65
45,0,12,6,50.95,73
58,0,9,4,75.6,30
40,9,51,5,80.75,36
62,10,49,6,90.4,72
32,0,56,6,60.25,40
29,0,4,1,20.2,45
45,3,20,6,64.15,61
41,4,26,1,20.25,43
34,0,51,8,99,78
26,0,4,5,80.3,70
30,0,1,1,19.55,38
39,0,27,8,100.75,31
53,0,12,5,53.75,28
57,6,34,2,25.6,43
50,5,24,6,58.35,45
34,9,59,11,113.75,23
22,0,3,7,90.4,61
22,4,65,10,109.3,51
50,5,59,11,90.3,53
24,9,72,8,65.25,67
43,0,3,6,60.65,22
62,0,19,2,24.1,35
54,0,1,1,19.5,21
60,0,24,6,85.95,52
39,0,72,2,25.45,42
24,0,67,1,20.5,45
47,2,52,1,20.85,56
57,6,71,11,89.9,57
56,7,26,2,26,20
49,0,35,11,113.2,76
52,3,55,3,69.05,67
61,2,33,1,20.1,25
20,2,72,9,109.65,25
37,0,1,1,19.2,76
35,0,12,4,34,39
27,3,1,1,20.4,54
56,8,62,5,38.6,45
40,0,1,1,25.25,28
64,0,18,6,60.6,74
19,0,2,4,74.75,34
43,6,19,1,20.6,32
36,0,9,1,20.4,21
58,0,27,9,81.7,39
31,0,11,1,20,53
41,0,1,2,25,53
45,6,9,1,19.75,24
25,1,54,7,65.65,49
47,0,29,7,71,32
21,4,59,9,86.75,21
22,7,18,6,61.5,67
64,0,33,4,34.05,73
31,0,5,1,19.95,20
33,0,2,1,19.95,40
25,10,72,11,89.7,50
34,0,9,1,20.4,67
54,2,67,2,26.3,52
59,0,8,1,20.7,49
50,0,17,1,19.45,29
61,2,68,10,110.8,67
30,0,67,6,49.35,33
20,0,32,1,20.35,40
29,0,1,4,49.9,39
27,6,48,7,65.65,67
63,6,61,9,103.3,27
22,0,2,3,44.45,26
22,9,71,10,89.9,54
57,6,37,5,55.05,26
40,0,65,9,104.1,25
19,0,67,9,106.6,65
53,10,50,7,70.5,60
43,1,25,1,19.6,51
45,5,64,2,24.05,55
37,10,25,3,38.1,72
64,0,37,8,100.05,52
60,0,21,3,68.65,21
34,0,1,3,45.8,30
37,0,10,4,75.75,52
63,7,51,8,96.4,26
63,0,10,1,20.55,43
43,0,6,7,50.95,79
30,10,47,11,90.5,30
52,3,61,10,79.4,74
40,0,52,8,58.75,21
42,0,35,6,59.45,49
52,8,71,9,105.7,20
37,10,45,4,53.3,79
19,0,2,2,24.3,77
59,0,51,6,59.9,42
37,1,60,2,23.95,71
40,0,9,1,20.15,70
58,0,17,8,95.65,49
37,1,46,9,81,57
21,0,68,9,82.45,70
52,8,4,1,20.5,80
55,0,28,5,54.4,74
23,0,39,5,58.6,46
54,0,11,6,84.8,60
46,2,71,8,61.4,37
42,0,2,1,20.4,77
35,0,17,1,20.15,48
64,1,55,7,94.45,55
47,0,58,5,79.8,78
36,0,26,4,49.15,54
36,0,50,1,19.4,41
35,10,72,11,113.65,38
47,0,43,8,106,76
52,0,56,2,25.95,40
28,0,1,1,19.1,26
62,5,72,9,100.55,54
58,4,36,7,95.4,44
51,0,5,8,75.15,68
60,0,44,1,19.5,35
23,10,69,2,24.95,45
43,0,16,3,69.95,54
52,1,68,9,82.85,42
31,0,4,1,19,55
40,4,26,4,38.85,43
39,0,5,1,20.35,60
48,5,70,7,95,65
61,10,24,8,74.4,68
37,0,1,4,74.3,64
19,10,70,6,51.05,69
56,3,36,1,19.2,79
28,3,41,10,109.1,77
20,0,14,4,76.45,52
33,4,13,8,72.8,46
24,0,6,1,18.95,68
55,8,15,8,101.75,50
19,0,47,4,75.45,66
19,0,8,6,64.1,25
63,0,17,2,25.65,24
39,7,15,4,75.1,60
60,0,26,8,95.85,42
40,0,23,5,54.4,22
54,0,29,1,19.85,26
50,0,25,1,19.05,65
29,10,69,6,46.25,33
24,0,14,1,19.35,39
54,0,19,7,69.6,77
20,0,31,8,101.4,72
61,5,24,1,20.25,58
39,4,14,4,48.8,77
23,2,64,9,74.35,80
29,0,50,1,19.35,39
45,9,52,7,68.75,51
31,0,28,8,100.2,79
40,0,21,1,20.85,35
33,3,17,1,19.35,77
53,0,58,5,45,55
59,7,51,2,25.5,43
53,3,72,6,48.9,47
62,0,27,1,19.6,21
38,0,3,1,20,65
33,6,64,10,81.3,74
51,3,45,6,95.2,27
56,9,71,10,83.3,24
35,6,58,1,20.3,66
25,5,34,6,89.85,45
49,4,15,1,19.8,34
49,0,66,7,54.65,42
49,0,58,1,19.15,25
32,9,3,1,19.1,30
38,0,9,5,80.55,26
60,0,3,1,20.25,31
37,1,40,9,106,77
50,0,68,2,25.5,37
39,0,50,9,79.6,39
21,0,1,4,55.25,49
49,1,72,11,88.05,42
58,0,40,1,20.4,59
28,10,72,11,117.6,54
60,0,6,1,20,53
62,0,5,1,19.65,42
41,7,48,8,70.55,39
39,5,64,5,65.8,57
63,0,17,1,20.05,70
41,8,40,5,80,31
37,1,41,4,35.4,43
36,10,41,5,80.25,49
31,0,2,1,20.45,56
50,0,68,4,79.6,20
42,7,24,2,24.7,56
22,2,70,9,77.3,23
58,0,3,3,29.75,55
56,0,2,3,44.9,26
62,1,3,3,29.8,32
54,0,13,7,71.95,67
44,0,7,1,20.75,46
49,5,12,4,56.3,56
40,7,53,9,105.25,56
48,4,63,1,19.55,36
58,0,15,10,84.45,46
40,2,36,5,53.65,37
51,8,24,1,19.7,42
59,0,61,6,43.7,50
43,0,16,5,55.3,25
55,5,65,1,19.85,52
40,4,26,1,19.65,37
29,0,16,4,49.45,49
19,0,5,1,20.45,75
19,0,19,4,39.7,65
29,0,10,5,54.5,59
42,0,72,10,111.6,59
30,6,10,5,55.55,41
34,6,11,1,20.55,23
58,10,17,6,62.1,33
39,4,36,9,104.5,49
21,3,61,10,84.9,72
50,0,22,7,93.2,26
40,0,1,2,24.4,66
52,0,6,3,70.55,52
61,7,68,9,85,65
61,3,52,6,85.8,22
43,0,10,6,91.1,50
39,10,72,1,20.1,30
28,9,47,1,20.05,64
57,9,24,8,74.8,52
50,0,65,2,24.8,76
31,0,4,7,100.85,21
38,0,34,9,105.1,68
46,0,14,1,20.4,73
54,7,13,1,20,27
42,10,65,9,79.4,65
59,4,23,5,57.2,69
38,9,55,6,58.6,49
58,8,49,6,94.8,29
48,8,60,9,102.5,54
24,5,69,1,20.35,26
59,0,40,5,84.9,37
59,0,67,8,69.2,43
56,6,13,1,20.85,58
33,0,41,6,88.5,27
46,0,4,3,35,70
29,7,24,5,55.15,80
46,0,5,6,50.95,69
37,0,5,7,64,75
39,7,72,9,80.2,24
34,0,24,4,49.3,66
25,4,42,10,84.35,59
33,0,4,1,20.05,30
39,0,68,11,117.2,55
23,3,33,1,20.1,62
49,2,3,5,80,76
44,5,48,9,79.65,50
35,9,15,2,25.2,25
50,0,25,1,19.9,56
62,0,48,5,44.8,26
29,0,1,1,20.3,80
22,0,1,1,19.2,27
48,0,37,5,80.05,55
34,10,26,5,47.85,79
59,6,63,7,70.8,44
40,9,64,2,25.55,22
27,0,28,1,20.25,54
32,0,1,4,75.55,34
36,1,66,8,95.3,49
20,0,1,2,70.25,58
42,4,18,4,50.3,67
56,5,10,1,19.85,53
44,0,12,1,19.35,74
37,0,12,2,25,53
62,3,55,1,20.3,36
63,0,7,4,75.35,37
49,10,68,10,88,44
38,0,40,8,62.05,34
23,0,16,1,20.1,22
49,6,72,9,101.35,25
32,1,23,1,20.9,46
44,1,12,6,85.05,80
52,0,54,6,44.1,32
27,3,68,7,90.2,55
53,0,27,5,53.45,75
34,0,21,1,19.95,36
27,2,57,7,57.5,75
25,0,19,1,19.65,21
27,2,31,7,93.8,46
34,0,52,11,89.25,31
55,0,46,8,94.15,70
40,5,53,7,48.7,54
34,4,71,1,19.9,31
58,6,1,1,19.4,72
19,4,68,2,25.05,24
35,8,72,10,84.45,50
34,0,2,1,19.3,43
57,0,41,9,79.85,48
53,4,72,2,25.55,40
24,8,58,8,68.4,62
55,0,7,1,20.65,38
63,7,65,5,55.15,34
31,0,1,3,70.6,61
29,0,56,1,19.95,65
21,0,4,1,19,28
44,7,58,2,44.1,44
54,8,62,9,107.6,40
23,0,26,6,61.55,30
44,0,62,7,90.7,67
20,9,58,8,99.25,22
45,10,68,11,91.7,77
60,5,61,8,100.7,57
56,0,42,9,78.45,30
19,0,18,5,84.3,72
57,0,56,1,19.55,56
31,0,4,1,20.45,40
46,0,35,5,55.6,80
31,0,64,6,86.8,70
23,0,31,1,20.95,69
49,8,2,6,59.5,61
32,1,29,6,87.8,25
54,0,47,5,41.9,45
41,0,12,7,69.85,36
24,10,8,4,56.3,21
35,9,54,10,109.55,42
56,2,69,6,92.15,30
54,0,26,7,69.5,55
27,1,72,8,97,67
54,0,70,8,58.35,55
56,6,28,3,70.4,54
60,6,21,6,94.3,55
49,10,53,1,19.55,29
38,0,53,8,95.95,61
30,7,70,11,94.8,71
30,0,61,10,107.75,29
21,0,11,5,54.6,49
53,0,2,3,71.3,43
29,0,25,1,19.5,36
40,0,41,5,56.3,46
43,10,71,11,90.55,66
34,7,34,6,60.8,48
62,0,29,8,98.8,42
37,7,36,4,35.35,60
41,3,46,8,103.15,32
51,0,58,10,107.75,57
54,0,39,5,81.4,22
53,8,52,7,95.7,31
61,0,1,3,44.95,75
21,9,70,7,97.65,35
21,0,67,10,85.25,61
57,0,1,1,19.5,23
39,6,30,2,25.1,35
58,3,48,8,100.05,34
49,9,55,5,55.7,61
29,0,37,5,91.15,37
64,1,31,6,83.85,56
46,0,4,3,45.9,39
49,7,72,2,25.1,52
37,2,1,1,19.7,43
47,7,8,4,51.3,66
61,0,35,1,21.1,79
57,2,2,1,20.3,58
43,0,18,4,74.15,73
43,0,23,9,78.55,47
30,9,70,1,19.85,39
24,0,4,4,50.7,60
53,0,19,3,45,62
61,0,18,5,77.8,42
51,0,47,7,94.8,66
22,10,52,1,20.1,71
46,0,9,5,59.9,66
46,1,26,11,90.1,39
19,1,44,7,70.95,66
34,0,3,3,29.2,48
45,0,2,3,46.6,54
53,0,25,4,74.3,64
49,1,58,7,94.3,77
33,0,59,8,76.45,27
55,0,44,7,54,36
43,0,66,9,104.25,42
45,1,68,1,19.95,53
61,0,9,2,24.95,24
29,0,19,6,84.75,24
20,0,4,1,19.75,25
28,0,70,11,113.65,75
44,0,1,3,44.9,21
51,0,8,4,75.25,74
24,0,53,2,24.6,44
33,1,11,1,20.95,31
48,1,60,9,110.6,22
64,0,17,5,55.5,38
34,0,1,1,19.45,48
48,1,16,1,19.6,79
33,1,57,5,53.45,21
31,1,37,1,19.8,24
56,1,72,11,112.1,62
53,0,17,7,69,22
63,0,16,1,19.35,22
57,0,10,1,19.8,34
53,1,64,10,109.2,34
33,0,1,4,79.15,57
63,1,25,5,53.65,25
22,1,71,8,100.2,55
63,1,72,10,108.65,48
57,6,49,4,40.65,29
62,6,29,8,55.35,70
59,5,72,10,105.6,48
42,0,50,6,95.7,44
47,6,71,10,83.2,73
47,0,71,8,97.65,37
23,2,61,7,68.05,78
40,0,68,9,102.1,62
43,0,62,2,23.4,67
48,0,7,2,71.05,49
53,10,6,1,19.45,43
37,1,28,7,92.2,26
27,0,27,1,19.85,58
41,0,7,3,43.9,75
33,0,63,6,90.45,23
55,0,53,10,84.6,60
22,0,21,8,99.15,36
23,0,17,1,19.95,76
30,3,16,1,20.5,52
61,0,35,6,62.1,65
27,9,28,1,19.55,41
30,0,1,1,20.35,40
43,0,59,6,51.7,30
26,6,72,2,23.3,30
32,0,40,6,65.1,54
55,4,40,5,81.2,61
22,9,63,8,74.5,52
48,0,3,3,80.5,53
19,3,40,8,60.3,28
57,8,8,4,75,80
27,4,9,8,69.05,60
21,6,31,6,59.7,20
30,1,50,1,19.85,39
45,0,9,4,40.75,24
51,7,25,7,95.7,34
51,9,45,9,81.3,77
31,4,55,1,20,53
39,0,38,7,66.15,78
40,3,38,1,19.6,34
34,0,34,3,49.8,47
19,0,70,8,101.75,47
20,0,13,6,55.15,59
21,0,61,9,103.95,59
29,0,41,8,99.65,66
28,0,21,5,73.7,39
22,7,69,7,60.25,44
28,1,47,6,54.25,71
46,0,72,10,85.3,28
20,2,72,11,90.95,66
44,10,71,1,19.85,56
25,0,23,6,55.3,65
35,0,16,1,20.1,72
24,0,9,8,69.5,72
33,8,17,2,25.15,33
24,2,24,6,79.65,72
41,8,72,2,24.55,52
57,0,11,1,19.7,67
58,0,49,8,74.45,60
50,5,53,1,19.05,74
52,0,39,2,25,55
45,0,9,1,19.05,61
47,0,39,5,81.9,46
21,4,51,7,90.15,22
21,2,71,2,25.35,68
47,5,38,8,60,42
56,7,28,7,89.9,55
57,1,32,1,19.4,31
40,5,37,2,24.1,36
41,0,10,5,54.25,43
36,1,67,10,109.9,26
28,0,7,4,35.5,48
36,0,51,6,87.55,57
23,0,9,6,88.4,32
58,0,4,4,50.8,47
50,5,71,7,99,31
22,10,22,5,59.75,31
48,0,44,10,111.5,26
49,2,33,2,24.25,73
54,0,1,1,20.5,54
47,0,30,7,70.4,68
60,0,1,2,30.55,57
22,5,16,10,84.9,43
21,5,71,5,54.5,57
39,0,43,4,75.35,33
20,3,50,5,44.45,54
43,0,41,8,98.05,58
27,4,40,6,63.9,41
23,3,3,6,69.15,22
42,0,37,6,64.65,45
59,2,32,8,98.85,25
25,6,32,6,89.6,54
48,0,59,6,83.25,32
53,7,30,8,70.25,66
51,1,27,2,24.5,67
60,0,9,1,20.1,20
47,8,68,8,73,67
56,10,69,6,61.4,80
62,0,26,6,84.3,66
49,10,69,1,19.9,54
60,0,11,1,20.4,51
19,0,1,4,50.75,69
37,0,10,1,20.45,54
41,7,55,9,75.75,51
42,0,44,6,65.4,76
32,4,69,6,59.75,39
34,0,29,4,48.95,66
32,0,57,8,99.65,42
58,0,28,1,18.25,67
42,0,42,5,54.55,72
61,0,23,5,40.65,43
39,8,18,1,20.45,71
60,1,62,2,24.8,53
19,0,67,11,88.8,68
19,0,62,1,20.05,74
31,0,2,2,69.8,26
62,10,23,8,77.15,33
32,0,25,4,35.05,69
40,9,2,5,84.05,78
26,0,8,1,20.2,38
47,0,35,6,49.2,40
60,0,24,2,24.6,79
33,5,2,3,71.65,67
38,6,72,10,104.9,25
20,0,41,9,106.5,75
59,0,26,4,75.5,43
28,9,4,6,58.5,23
45,0,48,9,78.9,47
36,6,60,10,109.45,77
20,0,55,6,59.2,33
34,0,1,3,29.15,40
30,0,1,1,20.05,49
33,0,42,7,66.5,62
45,0,1,4,49.55,36
29,0,3,3,73.6,53
53,7,72,10,82.65,42
40,0,15,4,49,25
50,0,11,2,25.2,55
63,0,5,2,25.45,24
37,6,72,10,110.9,67
20,3,55,5,77.75,46
49,5,40,2,26.2,37
43,6,57,1,19.9,48
50,9,43,4,56.35,70
24,1,47,1,19.3,43
28,0,3,4,50.4,53
24,5,55,5,55.25,42
40,0,29,1,19.1,38
56,0,12,5,84.05,77
39,6,66,9,105.2,20
60,7,27,4,75.75,46
20,0,58,7,95.3,68
56,0,9,1,19.85,63
59,0,6,3,69.1,55
57,0,9,1,20.25,68
36,10,8,5,54.75,47
32,0,12,4,81.45,70
30,7,43,9,80.2,35
48,0,42,8,100.3,33
20,0,66,7,90.95,74
55,0,1,1,20,38
43,0,10,5,79.85,65
53,5,3,1,19.3,57
24,0,50,1,20.15,29
48,1,1,3,44.55,48
32,0,2,5,54.45,77
27,0,17,1,19.65,35
47,9,69,9,105,47
63,4,72,11,88.7,41
28,0,53,1,20.25,79
51,6,58,10,109.1,57
44,0,46,3,30.75,42
39,7,6,7,94.05,59
24,2,72,10,78.85,33
33,0,4,5,55.3,31
44,3,52,1,19.35,66
22,3,10,2,25.35,49
23,0,2,1,20.45,39
29,7,65,1,19.35,71
35,10,51,9,78.65,80
21,0,12,8,74.75,40
38,1,24,1,19.9,68
27,1,64,6,58.35,55
60,0,26,8,100.5,50
57,3,15,1,20.05,59
21,1,27,7,95,75
30,0,8,3,45.45,41
51,0,10,1,20,53
44,0,2,4,49.2,75
33,1,51,10,83.25,62
52,1,46,1,19.25,77
40,0,1,1,19.65,80
38,0,46,4,72.8,66
62,4,50,10,109.65,21
31,9,53,6,65,30
48,8,61,10,114.1,64
40,0,5,1,20.65,60
33,0,47,10,86.95,57
30,0,54,6,94.75,50
19,0,19,3,25.35,68
63,0,26,9,105.45,62
31,10,70,2,25.4,33
